file,features
120316,"[9.246153846153847, 0.27972027972027974, 0.06293706293706294, 0.09090909090909091, 0.06293706293706294, 0.013986013986013986, 0.48951048951048953]"
120772,"[5.752380952380952, 0.3333333333333333, 0.23809523809523808, 0.14285714285714285, 0.0, 0.09523809523809523, 0.19047619047619047]"
120329,"[7.498989898989897, 0.43434343434343436, 0.0707070707070707, 0.020202020202020204, 0.020202020202020204, 0.010101010101010102, 0.4444444444444444]"
120184,"[6.675280898876403, 0.21348314606741572, 0.17415730337078653, 0.1404494382022472, 0.07303370786516854, 0.06179775280898876, 0.33707865168539325]"
120514,"[8.194160583941605, 0.3284671532846715, 0.10218978102189781, 0.021897810218978103, 0.043795620437956206, 0.014598540145985401, 0.48905109489051096]"
120513,"[5.381896551724138, 0.16810344827586207, 0.19827586206896552, 0.34913793103448276, 0.09051724137931035, 0.02586206896551724, 0.16810344827586207]"
120177,"[4.538235294117648, 0.47058823529411764, 0.27941176470588236, 0.04411764705882353, 0.029411764705882353, 0.014705882352941176, 0.16176470588235295]"
120183,"[7.995620437956202, 0.2116788321167883, 0.26277372262773724, 0.06569343065693431, 0.072992700729927, 0.014598540145985401, 0.3722627737226277]"
120179,"[8.02513089005236, 0.2617801047120419, 0.2617801047120419, 0.020942408376963352, 0.06282722513089005, 0.005235602094240838, 0.387434554973822]"
120199,"[7.483749999999998, 0.23125, 0.09375, 0.1125, 0.16875, 0.0125, 0.38125]"
120333,"[3.88, 0.0, 0.1, 0.2, 0.2, 0.2, 0.3]"
120305,"[5.732903225806449, 0.2645161290322581, 0.12903225806451613, 0.2129032258064516, 0.0967741935483871, 0.06451612903225806, 0.23225806451612904]"
120302,"[6.497810218978101, 0.38686131386861317, 0.25547445255474455, 0.029197080291970802, 0.051094890510948905, 0.0, 0.2773722627737226]"
120196,"[5.877999999999998, 0.22, 0.105, 0.115, 0.145, 0.09, 0.325]"
120303,"[3.9961904761904763, 0.3047619047619048, 0.24761904761904763, 0.34285714285714286, 0.0380952380952381, 0.009523809523809525, 0.05714285714285714]"
120109,"[8.249056603773585, 0.24528301886792453, 0.2893081761006289, 0.031446540880503145, 0.0, 0.006289308176100629, 0.4276729559748428]"
120304,"[4.864999999999999, 0.3, 0.275, 0.26875, 0.01875, 0.00625, 0.13125]"
120332,"[8.120833333333328, 0.3854166666666667, 0.07291666666666667, 0.0, 0.020833333333333332, 0.0, 0.5208333333333334]"
120099,"[6.153548387096773, 0.2838709677419355, 0.23870967741935484, 0.12258064516129032, 0.07741935483870968, 0.025806451612903226, 0.25161290322580643]"
120462,"[4.685714285714286, 0.4142857142857143, 0.38571428571428573, 0.04285714285714286, 0.0, 0.0, 0.15714285714285714]"
120203,"[6.14689265536723, 0.2542372881355932, 0.05649717514124294, 0.02824858757062147, 0.3898305084745763, 0.022598870056497175, 0.24858757062146894]"
120188,"[7.223913043478262, 0.19021739130434784, 0.07608695652173914, 0.1358695652173913, 0.2826086956521739, 0.0, 0.31521739130434784]"
120518,"[6.438805970149256, 0.1691542288557214, 0.15422885572139303, 0.15920398009950248, 0.0945273631840796, 0.07960199004975124, 0.34328358208955223]"
120172,"[7.742105263157896, 0.07894736842105263, 0.10526315789473684, 0.15789473684210525, 0.10526315789473684, 0.15789473684210525, 0.39473684210526316]"
120777,"[6.2778761061946895, 0.24778761061946902, 0.22123893805309736, 0.1504424778761062, 0.09734513274336283, 0.017699115044247787, 0.26548672566371684]"
120313,"[5.806976744186044, 0.19767441860465115, 0.12209302325581395, 0.2616279069767442, 0.11046511627906977, 0.05232558139534884, 0.2558139534883721]"
120314,"[9.3563025210084, 0.31092436974789917, 0.1092436974789916, 0.0, 0.008403361344537815, 0.0, 0.5714285714285714]"
120770,"[4.02, 0.42857142857142855, 0.05714285714285714, 0.32857142857142857, 0.02857142857142857, 0.02857142857142857, 0.12857142857142856]"
120322,"[12.348387096774195, 0.3951612903225806, 0.024193548387096774, 0.008064516129032258, 0.0, 0.04032258064516129, 0.532258064516129]"
120779,"[8.141666666666667, 0.19444444444444445, 0.08333333333333333, 0.06944444444444445, 0.05555555555555555, 0.2222222222222222, 0.375]"
120325,"[7.104347826086957, 0.48695652173913045, 0.034782608695652174, 0.0, 0.0782608695652174, 0.14782608695652175, 0.25217391304347825]"
120189,"[6.481981981981982, 0.2747747747747748, 0.06306306306306306, 0.05405405405405406, 0.30180180180180183, 0.0945945945945946, 0.21171171171171171]"
120324,"[4.166666666666667, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.0, 0.16666666666666666]"
120323,"[9.176000000000004, 0.16666666666666666, 0.24, 0.04666666666666667, 0.02, 0.03333333333333333, 0.49333333333333335]"
120111,"[6.788976377952754, 0.14960629921259844, 0.07086614173228346, 0.14960629921259844, 0.18110236220472442, 0.18110236220472442, 0.2677165354330709]"
120778,"[6.903030303030304, 0.12121212121212122, 0.030303030303030304, 0.18181818181818182, 0.12121212121212122, 0.15151515151515152, 0.3939393939393939]"
120315,"[6.0783505154639155, 0.10309278350515463, 0.08247422680412371, 0.1134020618556701, 0.12371134020618557, 0.21649484536082475, 0.36082474226804123]"
120771,"[4.995000000000001, 0.4, 0.125, 0.075, 0.075, 0.025, 0.3]"
120776,"[4.487499999999998, 0.1875, 0.07291666666666667, 0.08333333333333333, 0.2708333333333333, 0.19791666666666666, 0.1875]"
120312,"[4.839160839160837, 0.3706293706293706, 0.3776223776223776, 0.0, 0.0, 0.006993006993006993, 0.24475524475524477]"
120782,"[7.832967032967033, 0.21978021978021978, 0.0989010989010989, 0.10989010989010989, 0.15384615384615385, 0.06593406593406594, 0.3516483516483517]"
120330,"[4.28, 0.4, 0.2857142857142857, 0.02857142857142857, 0.0, 0.0, 0.2857142857142857]"
120308,"[10.202721088435375, 0.3129251700680272, 0.1360544217687075, 0.013605442176870748, 0.027210884353741496, 0.027210884353741496, 0.48299319727891155]"
120105,"[7.241975308641974, 0.20987654320987653, 0.2222222222222222, 0.1111111111111111, 0.04938271604938271, 0.07407407407407407, 0.3333333333333333]"
120306,"[4.741463414634146, 0.45121951219512196, 0.32926829268292684, 0.024390243902439025, 0.012195121951219513, 0.036585365853658534, 0.14634146341463414]"
120504,"[7.290566037735849, 0.2389937106918239, 0.1949685534591195, 0.1509433962264151, 0.08176100628930817, 0.031446540880503145, 0.3018867924528302]"
120160,"[4.226206896551724, 0.27586206896551724, 0.21379310344827587, 0.1793103448275862, 0.1310344827586207, 0.05517241379310345, 0.14482758620689656]"
120194,"[7.96346153846154, 0.21634615384615385, 0.23076923076923078, 0.028846153846153848, 0.004807692307692308, 0.0673076923076923, 0.4519230769230769]"
120307,"[10.700740740740741, 0.31851851851851853, 0.0962962962962963, 0.007407407407407408, 0.02962962962962963, 0.007407407407407408, 0.5407407407407407]"
120300,"[4.115702479338843, 0.23140495867768596, 0.19834710743801653, 0.39669421487603307, 0.0, 0.04132231404958678, 0.1322314049586777]"
120309,"[6.487272727272727, 0.5636363636363636, 0.05454545454545454, 0.01818181818181818, 0.01818181818181818, 0.01818181818181818, 0.32727272727272727]"
120331,"[7.026666666666667, 0.23333333333333334, 0.3, 0.13333333333333333, 0.0, 0.0, 0.3333333333333333]"
120150,"[6.728431372549022, 0.17647058823529413, 0.03431372549019608, 0.1323529411764706, 0.3137254901960784, 0.0, 0.3431372549019608]"
120161,"[5.075510204081631, 0.25510204081632654, 0.24489795918367346, 0.2653061224489796, 0.04081632653061224, 0.0, 0.19387755102040816]"
120470,"[5.323076923076922, 0.27472527472527475, 0.18681318681318682, 0.24175824175824176, 0.038461538461538464, 0.06043956043956044, 0.1978021978021978]"
120471,"[3.6569230769230763, 0.23076923076923078, 0.2076923076923077, 0.3923076923076923, 0.038461538461538464, 0.023076923076923078, 0.1076923076923077]"
143308,"[7.255172413793104, 0.5862068965517241, 0.06896551724137931, 0.0, 0.0, 0.0, 0.3448275862068966]"
143306,"[8.5625, 0.3125, 0.25, 0.0, 0.0625, 0.0625, 0.3125]"
143532,"[5.211618257261409, 0.27385892116182575, 0.24066390041493776, 0.008298755186721992, 0.0, 0.07468879668049792, 0.4024896265560166]"
143307,"[7.434177215189874, 0.21518987341772153, 0.2468354430379747, 0.06962025316455696, 0.012658227848101266, 0.0, 0.45569620253164556]"
143309,"[5.631932773109242, 0.3865546218487395, 0.24369747899159663, 0.008403361344537815, 0.008403361344537815, 0.0, 0.35294117647058826]"
143221,"[10.183333333333335, 0.2638888888888889, 0.11805555555555555, 0.0, 0.0, 0.0, 0.6180555555555556]"
143219,"[11.507070707070708, 0.37373737373737376, 0.050505050505050504, 0.0, 0.010101010101010102, 0.0, 0.5656565656565656]"
143217,"[5.140740740740741, 0.5185185185185185, 0.2222222222222222, 0.0, 0.0, 0.0, 0.25925925925925924]"
143216,"[12.198113207547172, 0.18867924528301888, 0.16981132075471697, 0.0, 0.009433962264150943, 0.018867924528301886, 0.6132075471698113]"
143220,"[13.74545454545455, 0.24793388429752067, 0.04132231404958678, 0.008264462809917356, 0.024793388429752067, 0.008264462809917356, 0.6694214876033058]"
143046,"[4.375147928994083, 0.33727810650887574, 0.33136094674556216, 0.22485207100591717, 0.005917159763313609, 0.01775147928994083, 0.08284023668639054]"
143099,"[4.778666666666666, 0.38666666666666666, 0.0, 0.02666666666666667, 0.37333333333333335, 0.0, 0.21333333333333335]"
143055,"[3.227329192546584, 0.34782608695652173, 0.3167701863354037, 0.21739130434782608, 0.043478260869565216, 0.006211180124223602, 0.06832298136645963]"
143097,"[9.09586776859504, 0.24793388429752067, 0.23140495867768596, 0.05785123966942149, 0.008264462809917356, 0.024793388429752067, 0.4297520661157025]"
143039,"[5.986249999999997, 0.18125, 0.09375, 0.1375, 0.11875, 0.125, 0.34375]"
143295,"[6.979220779220779, 0.2922077922077922, 0.3116883116883117, 0.09740259740259741, 0.0, 0.0, 0.2987012987012987]"
143098,"[12.256578947368425, 0.18421052631578946, 0.15789473684210525, 0.019736842105263157, 0.02631578947368421, 0.013157894736842105, 0.5986842105263158]"
143186,"[6.1620915032679715, 0.3006535947712418, 0.21568627450980393, 0.0457516339869281, 0.0784313725490196, 0.013071895424836602, 0.3464052287581699]"
143941,"[3.6799999999999997, 0.1, 0.1, 0.0, 0.2, 0.2, 0.4]"
143106,"[7.914619883040936, 0.21052631578947367, 0.17543859649122806, 0.07017543859649122, 0.04678362573099415, 0.017543859649122806, 0.47953216374269003]"
143305,"[7.70292397660819, 0.19298245614035087, 0.21637426900584794, 0.09941520467836257, 0.04093567251461988, 0.04678362573099415, 0.40350877192982454]"
143995,"[6.100636942675157, 0.16560509554140126, 0.21656050955414013, 0.27388535031847133, 0.06369426751592357, 0.050955414012738856, 0.22929936305732485]"
143303,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
143304,"[4.102564102564102, 0.4358974358974359, 0.14102564102564102, 0.1794871794871795, 0.038461538461538464, 0.0641025641025641, 0.14102564102564102]"
143214,"[4.975862068965518, 0.22413793103448276, 0.25862068965517243, 0.1724137931034483, 0.08620689655172414, 0.06896551724137931, 0.1896551724137931]"
143215,"[7.642424242424242, 0.2727272727272727, 0.20202020202020202, 0.030303030303030304, 0.06060606060606061, 0.04040404040404041, 0.3939393939393939]"
143239,"[4.2592592592592595, 0.16666666666666666, 0.16666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0]"
143237,"[9.270370370370365, 0.17592592592592593, 0.06481481481481481, 0.046296296296296294, 0.1388888888888889, 0.037037037037037035, 0.5370370370370371]"
143056,"[3.626950354609929, 0.3546099290780142, 0.3333333333333333, 0.14893617021276595, 0.02127659574468085, 0.07092198581560284, 0.07092198581560284]"
143290,"[5.147272727272725, 0.32727272727272727, 0.1, 0.03636363636363636, 0.02727272727272727, 0.12727272727272726, 0.38181818181818183]"
143058,"[3.7889570552147234, 0.2822085889570552, 0.17791411042944785, 0.4601226993865031, 0.018404907975460124, 0.03067484662576687, 0.03067484662576687]"
143060,"[3.918032786885246, 0.36885245901639346, 0.21311475409836064, 0.1721311475409836, 0.08196721311475409, 0.01639344262295082, 0.14754098360655737]"
143299,"[4.865432098765432, 0.24691358024691357, 0.21604938271604937, 0.4074074074074074, 0.024691358024691357, 0.0, 0.10493827160493827]"
143095,"[7.539189189189186, 0.22972972972972974, 0.20270270270270271, 0.05405405405405406, 0.033783783783783786, 0.013513513513513514, 0.46621621621621623]"
143061,"[3.7669565217391296, 0.21739130434782608, 0.14782608695652175, 0.30434782608695654, 0.034782608695652174, 0.1391304347826087, 0.1565217391304348]"
143059,"[1.7034482758620688, 0.6551724137931034, 0.21839080459770116, 0.05747126436781609, 0.011494252873563218, 0.011494252873563218, 0.04597701149425287]"
143296,"[6.26, 0.35, 0.32142857142857145, 0.05714285714285714, 0.007142857142857143, 0.0, 0.2642857142857143]"
143057,"[4.419999999999999, 0.25263157894736843, 0.19473684210526315, 0.4052631578947368, 0.010526315789473684, 0.021052631578947368, 0.11578947368421053]"
143319,"[5.402150537634407, 0.1881720430107527, 0.15053763440860216, 0.16129032258064516, 0.11827956989247312, 0.0913978494623656, 0.2903225806451613]"
143318,"[6.089999999999999, 0.2571428571428571, 0.22142857142857142, 0.2571428571428571, 0.05, 0.02142857142857143, 0.19285714285714287]"
143989,"[6.769662921348314, 0.14606741573033707, 0.20786516853932585, 0.3539325842696629, 0.028089887640449437, 0.011235955056179775, 0.25280898876404495]"
144549,"[5.603999999999998, 0.19, 0.185, 0.3, 0.07, 0.01, 0.245]"
144547,"[9.815584415584418, 0.13636363636363635, 0.2857142857142857, 0.0, 0.0, 0.0, 0.577922077922078]"
144170,"[5.791999999999999, 0.32, 0.208, 0.072, 0.008, 0.168, 0.224]"
144179,"[5.732972972972973, 0.21081081081081082, 0.17297297297297298, 0.24324324324324326, 0.10270270270270271, 0.043243243243243246, 0.22702702702702704]"
144945,"[8.286725663716814, 0.25663716814159293, 0.30973451327433627, 0.08849557522123894, 0.0, 0.05309734513274336, 0.2920353982300885]"
144942,"[8.207194244604318, 0.302158273381295, 0.14388489208633093, 0.1079136690647482, 0.05755395683453238, 0.014388489208633094, 0.37410071942446044]"
144546,"[4.970642201834862, 0.22935779816513763, 0.14678899082568808, 0.30275229357798167, 0.10091743119266056, 0.045871559633027525, 0.1743119266055046]"
144548,"[6.656716417910448, 0.2835820895522388, 0.14925373134328357, 0.1791044776119403, 0.07462686567164178, 0.014925373134328358, 0.29850746268656714]"
144943,"[7.2602941176470575, 0.3088235294117647, 0.27941176470588236, 0.04411764705882353, 0.007352941176470588, 0.08088235294117647, 0.27941176470588236]"
144944,"[8.552432432432434, 0.25405405405405407, 0.15675675675675677, 0.0, 0.05945945945945946, 0.0, 0.5297297297297298]"
144171,"[5.46092715231788, 0.2119205298013245, 0.19205298013245034, 0.2847682119205298, 0.0728476821192053, 0.052980132450331126, 0.18543046357615894]"
144182,"[5.855102040816325, 0.25510204081632654, 0.20408163265306123, 0.1326530612244898, 0.10204081632653061, 0.061224489795918366, 0.24489795918367346]"
144467,"[7.176842105263157, 0.5157894736842106, 0.14736842105263157, 0.0, 0.021052631578947368, 0.0, 0.3157894736842105]"
144469,"[6.112820512820513, 0.07692307692307693, 0.05128205128205128, 0.1794871794871795, 0.1282051282051282, 0.28205128205128205, 0.28205128205128205]"
144468,"[4.196, 0.28, 0.01, 0.11, 0.35, 0.06, 0.19]"
144466,"[3.813333333333333, 0.4666666666666667, 0.37777777777777777, 0.022222222222222223, 0.0, 0.011111111111111112, 0.12222222222222222]"
144801,"[9.392771084337351, 0.26506024096385544, 0.30120481927710846, 0.05421686746987952, 0.0, 0.0, 0.3795180722891566]"
144600,"[4.999999999999999, 0.3333333333333333, 0.32456140350877194, 0.12280701754385964, 0.0, 0.0, 0.21929824561403508]"
144215,"[5.339037433155079, 0.37433155080213903, 0.23529411764705882, 0.0, 0.058823529411764705, 0.06417112299465241, 0.26737967914438504]"
144212,"[6.248322147651007, 0.2550335570469799, 0.2483221476510067, 0.19463087248322147, 0.053691275167785234, 0.040268456375838924, 0.2080536912751678]"
144472,"[6.236363636363637, 0.3181818181818182, 0.045454545454545456, 0.022727272727272728, 0.06818181818181818, 0.18181818181818182, 0.36363636363636365]"
144474,"[6.751428571428572, 0.4714285714285714, 0.07142857142857142, 0.0, 0.1, 0.014285714285714285, 0.34285714285714286]"
144487,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
144473,"[4.727118644067796, 0.4576271186440678, 0.09322033898305085, 0.11864406779661017, 0.07627118644067797, 0.05084745762711865, 0.2033898305084746]"
144213,"[5.865248226950355, 0.2978723404255319, 0.3191489361702128, 0.1347517730496454, 0.014184397163120567, 0.03546099290780142, 0.19858156028368795]"
144214,"[4.425454545454546, 0.39090909090909093, 0.39090909090909093, 0.045454545454545456, 0.00909090909090909, 0.0, 0.16363636363636364]"
144733,"[7.301149425287354, 0.25287356321839083, 0.27586206896551724, 0.022988505747126436, 0.0, 0.04597701149425287, 0.40229885057471265]"
144935,"[4.620454545454546, 0.3181818181818182, 0.20454545454545456, 0.17045454545454544, 0.056818181818181816, 0.045454545454545456, 0.20454545454545456]"
144933,"[7.593548387096774, 0.2838709677419355, 0.1935483870967742, 0.05161290322580645, 0.05806451612903226, 0.06451612903225806, 0.34838709677419355]"
144934,"[4.581443298969072, 0.17525773195876287, 0.17010309278350516, 0.18556701030927836, 0.27835051546391754, 0.10824742268041238, 0.08247422680412371]"
144173,"[5.691338582677164, 0.3228346456692913, 0.30708661417322836, 0.11811023622047244, 0.015748031496062992, 0.03937007874015748, 0.1968503937007874]"
144180,"[5.35, 0.20454545454545456, 0.18181818181818182, 0.29545454545454547, 0.09090909090909091, 0.045454545454545456, 0.18181818181818182]"
144941,"[6.442458100558659, 0.20670391061452514, 0.18435754189944134, 0.20670391061452514, 0.061452513966480445, 0.08379888268156424, 0.2569832402234637]"
144946,"[9.369767441860468, 0.3488372093023256, 0.11046511627906977, 0.0, 0.01744186046511628, 0.05813953488372093, 0.46511627906976744]"
144740,"[3.8230088495575205, 0.21238938053097345, 0.13274336283185842, 0.34513274336283184, 0.05309734513274336, 0.0, 0.25663716814159293]"
144544,"[4.462893081761005, 0.20754716981132076, 0.1761006289308176, 0.2830188679245283, 0.11320754716981132, 0.06289308176100629, 0.15723270440251572]"
144543,"[5.8301507537688435, 0.24623115577889448, 0.03015075376884422, 0.10050251256281408, 0.36180904522613067, 0.005025125628140704, 0.2562814070351759]"
144940,"[8.97586206896552, 0.22988505747126436, 0.27011494252873564, 0.028735632183908046, 0.011494252873563218, 0.022988505747126436, 0.4367816091954023]"
144181,"[8.641791044776118, 0.30597014925373134, 0.09701492537313433, 0.007462686567164179, 0.03731343283582089, 0.007462686567164179, 0.5447761194029851]"
144172,"[5.325396825396823, 0.2777777777777778, 0.16666666666666666, 0.12698412698412698, 0.1111111111111111, 0.015873015873015872, 0.30158730158730157]"
144542,"[8.88205128205128, 0.28205128205128205, 0.1794871794871795, 0.0, 0.0, 0.05128205128205128, 0.48717948717948717]"
144587,"[4.192105263157895, 0.2894736842105263, 0.2236842105263158, 0.2631578947368421, 0.07894736842105263, 0.05263157894736842, 0.09210526315789473]"
144741,"[4.125619834710743, 0.19834710743801653, 0.1322314049586777, 0.33884297520661155, 0.0743801652892562, 0.01652892561983471, 0.2396694214876033]"
144465,"[9.41188118811881, 0.36633663366336633, 0.009900990099009901, 0.0297029702970297, 0.0891089108910891, 0.0297029702970297, 0.4752475247524752]"
144216,"[6.020155038759689, 0.3023255813953488, 0.27906976744186046, 0.13178294573643412, 0.023255813953488372, 0.007751937984496124, 0.2558139534883721]"
144471,"[8.484444444444446, 0.24444444444444444, 0.044444444444444446, 0.07407407407407407, 0.1037037037037037, 0.1259259259259259, 0.4074074074074074]"
144470,"[3.63921568627451, 0.39215686274509803, 0.29411764705882354, 0.09803921568627451, 0.0196078431372549, 0.058823529411764705, 0.13725490196078433]"
144810,"[1.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5]"
144423,"[3.321978021978019, 0.31868131868131866, 0.27472527472527475, 0.07692307692307693, 0.005494505494505495, 0.02197802197802198, 0.3021978021978022]"
144424,"[7.717880794701987, 0.33112582781456956, 0.12582781456953643, 0.152317880794702, 0.019867549668874173, 0.0, 0.3708609271523179]"
144936,"[5.495798319327731, 0.2857142857142857, 0.24369747899159663, 0.31092436974789917, 0.01680672268907563, 0.0, 0.14285714285714285]"
144551,"[7.670157068062827, 0.2513089005235602, 0.2094240837696335, 0.015706806282722512, 0.015706806282722512, 0.010471204188481676, 0.4973821989528796]"
144938,"[12.871739130434781, 0.33695652173913043, 0.010869565217391304, 0.021739130434782608, 0.021739130434782608, 0.010869565217391304, 0.5978260869565217]"
144939,"[4.650505050505051, 0.43434343434343436, 0.40404040404040403, 0.010101010101010102, 0.0, 0.0, 0.15151515151515152]"
144592,"[6.659504132231405, 0.36363636363636365, 0.17355371900826447, 0.049586776859504134, 0.09090909090909091, 0.0, 0.32231404958677684]"
144937,"[4.410191082802547, 0.22929936305732485, 0.17197452229299362, 0.01910828025477707, 0.2802547770700637, 0.2356687898089172, 0.06369426751592357]"
144550,"[6.993069306930695, 0.20297029702970298, 0.19801980198019803, 0.19801980198019803, 0.04455445544554455, 0.039603960396039604, 0.31683168316831684]"
121320,"[5.355029585798814, 0.24260355029585798, 0.1242603550295858, 0.23076923076923078, 0.10059171597633136, 0.047337278106508875, 0.25443786982248523]"
121929,"[10.15315315315315, 0.32432432432432434, 0.09009009009009009, 0.02702702702702703, 0.018018018018018018, 0.02702702702702703, 0.5135135135135135]"
121318,"[8.785826771653541, 0.3228346456692913, 0.023622047244094488, 0.07086614173228346, 0.031496062992125984, 0.16535433070866143, 0.3858267716535433]"
121316,"[7.807407407407406, 0.37037037037037035, 0.12037037037037036, 0.027777777777777776, 0.027777777777777776, 0.046296296296296294, 0.4074074074074074]"
121317,"[4.778723404255319, 0.4574468085106383, 0.031914893617021274, 0.06382978723404255, 0.20212765957446807, 0.02127659574468085, 0.22340425531914893]"
121926,"[5.895131086142325, 0.19850187265917604, 0.1947565543071161, 0.32209737827715357, 0.0149812734082397, 0.011235955056179775, 0.25842696629213485]"
121570,"[6.29230769230769, 0.24475524475524477, 0.2097902097902098, 0.2517482517482518, 0.02097902097902098, 0.02097902097902098, 0.2517482517482518]"
121319,"[8.377142857142859, 0.2714285714285714, 0.03571428571428571, 0.11428571428571428, 0.06428571428571428, 0.014285714285714285, 0.5]"
121321,"[8.550000000000002, 0.28488372093023256, 0.0872093023255814, 0.03488372093023256, 0.10465116279069768, 0.03488372093023256, 0.45348837209302323]"
121652,"[5.2368421052631575, 0.22807017543859648, 0.24561403508771928, 0.07017543859649122, 0.11403508771929824, 0.14035087719298245, 0.20175438596491227]"
121664,"[4.448979591836735, 0.5714285714285714, 0.2857142857142857, 0.0, 0.0, 0.0, 0.14285714285714285]"
121451,"[7.578350515463919, 0.25257731958762886, 0.2422680412371134, 0.17525773195876287, 0.02577319587628866, 0.0, 0.30412371134020616]"
121450,"[3.457943925233644, 0.2616822429906542, 0.24766355140186916, 0.40186915887850466, 0.028037383177570093, 0.03271028037383177, 0.028037383177570093]"
121665,"[4.286153846153847, 0.4307692307692308, 0.1076923076923077, 0.1076923076923077, 0.015384615384615385, 0.015384615384615385, 0.3230769230769231]"
121653,"[5.86315789473684, 0.18796992481203006, 0.06015037593984962, 0.11278195488721804, 0.16541353383458646, 0.13533834586466165, 0.3383458646616541]"
121654,"[5.31914893617021, 0.09574468085106383, 0.0851063829787234, 0.13829787234042554, 0.18085106382978725, 0.18085106382978725, 0.3191489361702128]"
121475,"[4.889473684210526, 0.10526315789473684, 0.10526315789473684, 0.13157894736842105, 0.18421052631578946, 0.23684210526315788, 0.23684210526315788]"
121472,"[9.670967741935483, 0.4032258064516129, 0.016129032258064516, 0.016129032258064516, 0.11290322580645161, 0.016129032258064516, 0.43548387096774194]"
121473,"[7.084999999999999, 0.3, 0.09166666666666666, 0.025, 0.26666666666666666, 0.03333333333333333, 0.2833333333333333]"
121813,"[9.141496598639456, 0.11564625850340136, 0.2789115646258503, 0.10884353741496598, 0.006802721088435374, 0.0, 0.4897959183673469]"
121474,"[7.05, 0.25, 0.05, 0.1, 0.05, 0.05, 0.5]"
121366,"[4.50536912751678, 0.19463087248322147, 0.087248322147651, 0.14429530201342283, 0.18456375838926176, 0.17785234899328858, 0.21140939597315436]"
121734,"[3.276923076923077, 0.34615384615384615, 0.19230769230769232, 0.28846153846153844, 0.019230769230769232, 0.038461538461538464, 0.11538461538461539]"
121590,"[10.301298701298705, 0.18181818181818182, 0.21428571428571427, 0.0, 0.012987012987012988, 0.0, 0.5909090909090909]"
121735,"[8.936134453781508, 0.24369747899159663, 0.12605042016806722, 0.07563025210084033, 0.025210084033613446, 0.008403361344537815, 0.5210084033613446]"
121591,"[11.019354838709678, 0.1935483870967742, 0.18064516129032257, 0.0064516129032258064, 0.025806451612903226, 0.0, 0.5935483870967742]"
121346,"[4.477611940298507, 0.3283582089552239, 0.11940298507462686, 0.08955223880597014, 0.13432835820895522, 0.1044776119402985, 0.22388059701492538]"
121740,"[5.0680555555555555, 0.2638888888888889, 0.1597222222222222, 0.2222222222222222, 0.04861111111111111, 0.05555555555555555, 0.25]"
121915,"[5.6992700729927, 0.44525547445255476, 0.16058394160583941, 0.014598540145985401, 0.0, 0.043795620437956206, 0.3357664233576642]"
121323,"[6.413333333333334, 0.28888888888888886, 0.05, 0.09444444444444444, 0.16111111111111112, 0.1388888888888889, 0.26666666666666666]"
121315,"[6.214925373134327, 0.1890547263681592, 0.17412935323383086, 0.31840796019900497, 0.01990049751243781, 0.009950248756218905, 0.2885572139303483]"
121312,"[5.087037037037037, 0.3333333333333333, 0.05555555555555555, 0.10185185185185185, 0.25925925925925924, 0.027777777777777776, 0.2222222222222222]"
121985,"[6.049411764705882, 0.17647058823529413, 0.07058823529411765, 0.08235294117647059, 0.2, 0.12941176470588237, 0.3411764705882353]"
121313,"[5.106040268456374, 0.26174496644295303, 0.087248322147651, 0.12751677852348994, 0.174496644295302, 0.06711409395973154, 0.28187919463087246]"
121922,"[6.463157894736841, 0.2894736842105263, 0.3026315789473684, 0.09868421052631579, 0.013157894736842105, 0.0, 0.29605263157894735]"
121314,"[5.232167832167831, 0.32167832167832167, 0.21678321678321677, 0.2097902097902098, 0.04895104895104895, 0.02097902097902098, 0.18181818181818182]"
121589,"[4.997727272727273, 0.3977272727272727, 0.17045454545454544, 0.13636363636363635, 0.10227272727272728, 0.011363636363636364, 0.18181818181818182]"
121322,"[6.813223140495865, 0.3140495867768595, 0.09917355371900827, 0.10743801652892562, 0.0743801652892562, 0.0743801652892562, 0.3305785123966942]"
121913,"[5.644755244755244, 0.34965034965034963, 0.3006993006993007, 0.02097902097902098, 0.02097902097902098, 0.006993006993006993, 0.3006993006993007]"
121866,"[6.429999999999998, 0.25833333333333336, 0.2833333333333333, 0.03333333333333333, 0.05, 0.05, 0.325]"
121257,"[7.131958762886598, 0.2422680412371134, 0.08762886597938144, 0.10824742268041238, 0.1134020618556701, 0.06701030927835051, 0.38144329896907214]"
121656,"[7.681553398058251, 0.18446601941747573, 0.0970873786407767, 0.11650485436893204, 0.13592233009708737, 0.11650485436893204, 0.34951456310679613]"
121452,"[7.704294478527609, 0.2392638036809816, 0.26380368098159507, 0.15337423312883436, 0.03067484662576687, 0.03067484662576687, 0.2822085889570552]"
121869,"[5.025263157894734, 0.1736842105263158, 0.18421052631578946, 0.18421052631578946, 0.16842105263157894, 0.07894736842105263, 0.21052631578947367]"
121251,"[7.339622641509436, 0.18867924528301888, 0.18867924528301888, 0.1509433962264151, 0.009433962264150943, 0.014150943396226415, 0.4481132075471698]"
